CRASH_ID,CTY_NAME,MUN_NAME,DATE,DAY,TIME,POL_CODE,POL_DEPT,POL_STA,KILLED,INJURED,PED_KILL,PED_INJ,SEVERITY,INTERSEC,ALCOHOL,HAZMAT,CRASH_TYPE,VEH_COUNT,LOCATION,LOC_DIR,ROUTE,RT_SFX,SRI,MP,RD_SYS,RD_CHAR,RD_SURF,SURF_COND,LIGHT,WEATHER,RD_DIV,RD_WRKZN,X_DIST,DIST_UNT,X_DIR,X_NAME,IS_RAMP,RAMP_RT,RAMP_DIR,SPD_LMT,SPD_X,LAT,LONG,CELL_USE,PROP_DMG,BADGE,TIME_ROUND,TMC
20130212ER-13-01305            ,BERGEN      ,EAST RUTHERFORD BORO    ,2/15/2013,F ,434,1,EAST RUTHERFORD PD       ,,0,2,0,0,I,B,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,8.4,2,1,2,1,6,1,1,1,,,,,,,,55,,,,N,GUARDRAIL ON RT 3 EAST AT MILE MARKER 8.4                                       ,146,4:35,120-04732
20160212ER-16-04310            ,BERGEN      ,EAST RUTHERFORD BORO    ,5/31/2016,TU,858,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,I,N,N,1,3,NJ 3                                              ,E,3,,00000003__      ,7.9,2,1,2,1,1,1,1,1,,AT,E,,,,,55,,,,N,,142,9:00,120-04733
20170212ER-17-06103            ,BERGEN      ,EAST RUTHERFORD BORO    ,7/10/2017,MO,201,1,EAST RUTHERFORD PD       ,,0,1,0,0,I,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,8,2,,2,1,6,1,3,1,,,,,T,NJ 120                   ,NB,35,,,,N,GAURDRAIL  LIGHT POLE  AND ROADWAY SIGN.                                        ,151,2:00,120-04733
20150212ER-15-02538            ,BERGEN      ,EAST RUTHERFORD BORO    ,3/17/2015,TU,833,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,8.3,2,5,2,2,1,2,1,1,10,FE,,,T,NJ 3                     ,EB,25,,,,N,,141,8:35,120N04733
20160212ER-16-04332            ,BERGEN      ,EAST RUTHERFORD BORO    ,6/1/2016,W ,421,1,EAST RUTHERFORD PD       ,,0,1,0,0,I,B,N,N,6,2,NJ 3                                              ,E,3,,00000003__      ,7.7,2,1,2,1,7,1,1,1,,,,,,,,55,,,,N,,149,4:20,120N04734
20140212ER-14-06356            ,BERGEN      ,EAST RUTHERFORD BORO    ,7/21/2014,M ,2229,1,EAST RUTHERFORD PD       ,ERPD           ,0,0,0,0,P,B,N,N,15,2,NJ 3                                              ,E,3,,00000003__      ,7,2,2,2,1,6,1,1,,,,,,,,,55,,40.81064,74.08532,N,,148,22:30,120N04735
20130212ER-13-01746            ,BERGEN      ,EAST RUTHERFORD BORO    ,3/1/2013,F ,859,1,EAST RUTHERFORD PD       ,,0,1,0,0,I,B,N,N,2,3,NJ 3                                              ,E,3,,00000003__      ,7.1,2,2,2,1,1,5,1,1,,,,,,,,55,,,,Y,,142,9:00,120N04735
20150212ER-15-02729            ,BERGEN      ,EAST RUTHERFORD BORO    ,3/21/2015,SA,2336,1,EAST RUTHERFORD PD       ,,0,4,0,0,I,B,N,N,1,4,NJ 3                                              ,E,3,,00000003__      ,7.5,2,1,2,1,6,1,1,1,,,E,,,,,55,,,,N,,147,23:35,120-04734
20180212ER-18-01188            ,BERGEN      ,EAST RUTHERFORD BORO    ,2/8/2018,TH,742,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,7.5,2,,2,1,1,1,1,1,,,,,,,,55,,,,N,,144,7:40,120-04734
20170212ER-17-06118            ,BERGEN      ,EAST RUTHERFORD BORO    ,7/10/2017,MO,1714,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,8.14,2,,2,1,1,1,1,0,,,,,,,,55,,,,N,,126,17:15,120-04733
20160212ER-16-04335            ,BERGEN      ,EAST RUTHERFORD BORO    ,6/1/2016,W ,727,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,8.3,2,1,2,1,1,1,1,1,,,,,,,,40,,,,N,,141,7:25,120N04733
20150212ER-15-02732            ,BERGEN      ,EAST RUTHERFORD BORO    ,3/22/2015,S ,20,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,7.2,2,1,2,1,6,1,2,1,,,,,,,,55,,,,N,NONE                                                                            ,150,2:20,120-04734
20170212ER-17-06119            ,BERGEN      ,EAST RUTHERFORD BORO    ,7/10/2017,MO,1721,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,8.14,2,,2,1,1,1,1,1,,,,,,,,55,,,,N,,126,17:20,120-04733
20140212ER-14-06383            ,BERGEN      ,EAST RUTHERFORD BORO    ,7/22/2014,TU,1934,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,8.3,2,3,2,1,1,1,5,1,,,,,,,,55,,40.79748,74.06657,N,GUARDRAIL FACE                                                                  ,151,19:35,120N04733
20170212ER-17-06151            ,BERGEN      ,EAST RUTHERFORD BORO    ,7/11/2017,TU,1713,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,7.5,2,,2,1,1,1,1,1,,,,,,,,55,,,,N,,141,17:15,120-04734
20130212ER-13-02052            ,BERGEN      ,EAST RUTHERFORD BORO    ,3/8/2013,F ,2136,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,Y,N,2,3,NJ 3                                              ,E,3,,00000003__      ,8,2,1,2,2,6,1,1,5,,,,,,,,55,,,,N,,146,21:35,120-04733
20170212ER-17-06156            ,BERGEN      ,EAST RUTHERFORD BORO    ,7/11/2017,TU,2217,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,8,2,NJ 3                                              ,E,3,,00000003__      ,,2,,2,1,6,1,1,1,,,E,,,,,40,,,,N,NONE OBSERVED                                                                   ,154,22:15,120-07448
20150212ER-15-03630            ,BERGEN      ,EAST RUTHERFORD BORO    ,4/15/2015,W ,2331,1,EAST RUTHERFORD PD       ,,0,3,0,0,I,B,N,N,1,3,NJ 3                                              ,E,3,,00000003__      ,7.4,2,1,2,1,6,1,1,1,,,,,,,,55,,,,N,NONE                                                                            ,149,23:30,120-04734
20130212ER-13-02564            ,BERGEN      ,EAST RUTHERFORD BORO    ,3/23/2013,SA,639,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,7.9,2,1,2,1,2,1,1,1,,,,,,,,55,,,,N,,148,6:40,120-04733
20140212ER-14-06460            ,BERGEN      ,EAST RUTHERFORD BORO    ,7/24/2014,TH,2103,1,EAST RUTHERFORD PD       ,EAST RUTHERFORD,0,0,0,0,P,I,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,8,2,1,2,1,6,1,5,1,,AT,,,T,NJ 3                     ,EB,40,,40.7991,74.06948,N,,152,21:05,120-04733
20170212ER-17-06362            ,BERGEN      ,EAST RUTHERFORD BORO    ,7/19/2017,WE,1850,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,Y,N,11,1,NJ 3                                              ,E,3,,00000003__      ,8.1,2,,2,1,1,1,1,1,,,E,,,,,55,,,,N,GUIDE RAIL END AND GUIDE RAIL FACE                                              ,149,18:50,120-04733
20160212ER-16-04539            ,BERGEN      ,EAST RUTHERFORD BORO    ,6/7/2016,TU,854,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,7.5,2,1,2,1,1,1,5,1,,,E,,,,,55,,,,N,,,8:55,120-04734
20130212ER-13-02565            ,BERGEN      ,EAST RUTHERFORD BORO    ,3/23/2013,SA,639,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,7.9,2,1,2,1,2,1,1,2,,,,,,,,55,,,,N,,126,6:40,120-04733
20170212ER-17-06818            ,BERGEN      ,EAST RUTHERFORD BORO    ,8/5/2017,SA,1741,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,7.2,2,,2,1,1,1,1,1,,,,,,,,55,,,,N,20 FT OF STATE GUARDRAIL                                                        ,139,17:40,120-04734
20130212ER-13-02587            ,BERGEN      ,EAST RUTHERFORD BORO    ,3/23/2013,SA,2343,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,3,NJ 3                                              ,E,3,,00000003__      ,7.5,2,1,2,1,6,1,1,1,,,,,,,,55,,,,N,NONE                                                                            ,151,23:45,120-04734
20170212ER-17-06846            ,BERGEN      ,EAST RUTHERFORD BORO    ,8/6/2017,SU,2220,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,Y,N,11,1,NJ 3                                              ,E,3,,00000003__      ,7.9,2,,2,1,6,1,3,1,,,,,,,,55,,,,N,(2) HIGHWAY LIGHT POLES ON THE NORTH SIDE OF ROUTE 3 EAST. DOT NOTIFIED.        ,150,22:20,120-04733
20150212ER-15-04127            ,BERGEN      ,EAST RUTHERFORD BORO    ,4/29/2015,W ,1125,1,EAST RUTHERFORD PD       ,,0,1,0,0,I,B,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,8,2,1,2,1,1,1,1,3,,,E,,,,,55,,,,N,,142,11:25,120-04733
20160212ER-16-04628            ,BERGEN      ,EAST RUTHERFORD BORO    ,6/9/2016,TH,735,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,8.3,2,1,2,1,1,1,1,1,,,E,,,,,55,,,,N,,142,7:35,120N04733
20130212ER-13-02847            ,BERGEN      ,EAST RUTHERFORD BORO    ,4/2/2013,TU,1629,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,7.4,2,1,2,1,1,1,1,1,,,,,,,,55,,,,N,,141,16:30,120-04734
20140212ER-14-06721            ,BERGEN      ,EAST RUTHERFORD BORO    ,8/1/2014,F ,114,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,Y,N,1,2,NJ 3                                              ,E,3,,00000003__      ,7.4,2,1,1,1,7,1,1,1,,,,,,,,55,,40.80731,74.07715,N,,126,1:15,120-04734
20130212ER-13-02872            ,BERGEN      ,EAST RUTHERFORD BORO    ,4/3/2013,W ,1336,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,7.8,2,1,2,1,1,1,1,1,,,,,,,,55,,,,N,,142,13:35,120-04733
20180212ER-18-02642            ,BERGEN      ,EAST RUTHERFORD BORO    ,3/30/2018,FR,1532,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,I,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,7.8,2,,2,2,1,2,5,1,,AT,,,T,ROUTE 120                ,NB,45,,,,N,,138,15:30,120-04733
20160212ER-16-04717            ,BERGEN      ,EAST RUTHERFORD BORO    ,6/12/2016,S ,355,1,EAST RUTHERFORD PD       ,,0,2,0,0,I,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,8.49,2,3,2,1,6,1,5,1,,,N,,,,,55,,,,N,NONE                                                                            ,151,3:55,120-04732
20150212ER-15-04193            ,BERGEN      ,EAST RUTHERFORD BORO    ,4/30/2015,TH,1649,1,EAST RUTHERFORD PD       ,1,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,,2,2,1,1,1,1,2,1,,,,,,,,55,,,,N,,131,16:50,120-07448
20170212ER-17-06928            ,BERGEN      ,EAST RUTHERFORD BORO    ,8/9/2017,WE,1724,1,EAST RUTHERFORD PD       ,,0,2,0,0,I,I,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,,2,,2,1,1,1,2,1,,AT,,,T,NJ TURNPIKE              ,SB,40,,,,N,,140,17:25,120-07448
20150212ER-15-04277            ,BERGEN      ,EAST RUTHERFORD BORO    ,5/2/2015,SA,2334,1,EAST RUTHERFORD PD       ,EAST RUTHERFORD,1,8,1,0,F,B,N,N,6,2,NJ 3                                              ,E,3,,00000003__      ,6.9,2,2,2,1,6,1,1,1,,,,,,,,55,,,,N,OVER 30 DAYS                                                                    ,143,23:35,120N04735
20130212ER-13-03042            ,BERGEN      ,EAST RUTHERFORD BORO    ,4/8/2013,M ,1613,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,7,2,2,2,1,1,1,5,1,,,,,,,,55,,,,N,,144,16:15,120N04735
20170212ER-17-06938            ,BERGEN      ,EAST RUTHERFORD BORO    ,8/10/2017,TH,136,1,EAST RUTHERFORD PD       ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,7.86,2,,2,1,6,1,1,1,528,FE,W,NJ 120                             ,,,,55,35,,,N,,146,1:35,120-04733
20160212ER-16-05280            ,BERGEN      ,EAST RUTHERFORD BORO    ,6/27/2016,M ,2206,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,6.9,2,1,2,2,6,2,1,1,,,E,,,,,55,,,,N,,149,22:05,120N04735
20140212ER-14-07015            ,BERGEN      ,EAST RUTHERFORD BORO    ,8/9/2014,SA,1925,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,7,2,1,2,1,1,1,4,1,,,,,,,,25,,40.81064,74.08532,N,NONE                                                                            ,150,19:25,120N04735
20170212ER-17-06964            ,BERGEN      ,EAST RUTHERFORD BORO    ,8/11/2017,FR,756,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,7.96,2,,2,1,1,1,1,1,,,,,T,NJ 120                   ,NB,40,,,,N,,126,7:55,120-04733
20130212ER-13-03149            ,BERGEN      ,EAST RUTHERFORD BORO    ,4/11/2013,TH,1142,1,EAST RUTHERFORD PD       ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,8.4,2,2,2,1,1,1,5,1,,,,,,,,55,,,,N,,139,11:40,120-04732
20150212ER-15-04654            ,BERGEN      ,EAST RUTHERFORD BORO    ,5/13/2015,W ,1637,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,6.9,2,2,2,1,1,1,1,1,,,,,,,,55,,,,N,,142,16:35,120N04735
20180212ER-18-02889            ,BERGEN      ,EAST RUTHERFORD BORO    ,4/9/2018,MO,859,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,8.3,2,,2,1,1,1,1,1,,,,,,,,55,,,,N,,144,9:00,120N04733
20170212ER-17-07070            ,BERGEN      ,EAST RUTHERFORD BORO    ,8/15/2017,TU,855,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,8.4,2,,2,1,1,5,1,1,,,,,,,,55,,,,N,,144,8:55,120-04732
20160212ER-16-05529            ,BERGEN      ,EAST RUTHERFORD BORO    ,7/5/2016,TU,2133,1,EAST RUTHERFORD PD       ,E.R.P.D.       ,0,0,0,0,P,B,N,N,4,2,NJ 3                                              ,E,3,,00000003__      ,,2,4,2,1,6,1,4,1,,,E,,,,,35,,,,N,,,21:35,120-07448
20140212ER-14-07418            ,BERGEN      ,EAST RUTHERFORD BORO    ,8/22/2014,F ,1913,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,7.6,2,1,2,1,1,1,4,1,,,,,,,,40,,40.80473,74.07402,N,,150,19:15,120N04734
20150212ER-15-04715            ,BERGEN      ,EAST RUTHERFORD BORO    ,5/15/2015,F ,1340,1,EAST RUTHERFORD PD       ,EAST RUTHERFORD,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,8.2,2,1,2,1,1,1,1,1,,,,,,,,55,,,,N,GUARDRAIL NEAR LEFT LANE OF RT 3 EAST (8.2)                                     ,146,13:40,120N04733
20130212ER-13-03283            ,BERGEN      ,EAST RUTHERFORD BORO    ,4/15/2013,M ,852,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,7.4,2,1,2,1,1,1,1,1,,,,,,,,55,,,,N,,148,8:50,120-04734
20150212ER-15-04972            ,BERGEN      ,EAST RUTHERFORD BORO    ,5/22/2015,F ,1129,1,EAST RUTHERFORD PD       ,EAST RUTHERFORD,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,7.56,2,1,2,1,1,1,1,1,,,,,,,,55,,,,N,NONE                                                                            ,125,11:30,120-04734
20180212ER-18-03412            ,BERGEN      ,EAST RUTHERFORD BORO    ,4/27/2018,FR,1904,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,,2,,2,2,1,5,3,1,,,,,F,NJ 3                     ,EB,40,,,,N,,126,19:05,120-07448
20180212ER-18-03798            ,BERGEN      ,EAST RUTHERFORD BORO    ,5/11/2018,FR,1517,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,7.1,2,,2,1,1,1,1,1,,,,,,,,55,,,,N,,138,15:15,120N04735
20160212ER-16-05629            ,BERGEN      ,EAST RUTHERFORD BORO    ,7/8/2016,F ,1350,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,7.5,2,1,2,1,1,1,1,1,,,E,,,,,55,,,,N,,190,13:50,120-04734
20150212ER-15-05378            ,BERGEN      ,EAST RUTHERFORD BORO    ,6/2/2015,TU,608,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,8.1,2,6,2,2,2,2,5,1,,,,,T,NJ 120                   ,NB,25,,,,N,,149,6:10,120-04733
20170212ER-17-07415            ,BERGEN      ,EAST RUTHERFORD BORO    ,8/26/2017,SA,841,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,8.49,2,,2,1,1,1,1,1,,,,,,,,55,,,,N,,141,8:40,120-04732
20180212ER-18-03815            ,BERGEN      ,EAST RUTHERFORD BORO    ,5/12/2018,SA,406,1,EAST RUTHERFORD PD       ,,0,4,0,0,I,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,8.3,2,,2,2,6,2,1,2,,,,,,,,55,,,,N,DAMAGE TO NJDOT ROADWORK EQUIPMENT                                              ,154,4:05,120N04733
20130212ER-13-03704            ,BERGEN      ,EAST RUTHERFORD BORO    ,4/27/2013,SA,638,1,EAST RUTHERFORD PD       ,ERPD           ,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,8.4,2,1,2,1,2,1,4,1,,,,,,,,55,,,,N,,143,6:40,120-04732
20130212ER-13-03875            ,BERGEN      ,EAST RUTHERFORD BORO    ,5/2/2013,TH,1719,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,7,2,3,1,1,1,1,1,1,,,E,,,,,,,,,N,NO                                                                              ,117,17:20,120N04735
20140212ER-14-08150            ,BERGEN      ,EAST RUTHERFORD BORO    ,9/12/2014,F ,1844,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,8.4,2,1,2,1,1,1,5,1,,,,,,,,55,,40.79713,74.06546,N,,145,18:45,120-04732
20150212ER-15-05554            ,BERGEN      ,EAST RUTHERFORD BORO    ,6/7/2015,S ,1730,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,8.49,2,2,2,1,1,1,1,1,,,E,,,,,55,,,,N,SOUTH SIDE GUARD RAIL IN TWO AREAS                                              ,150,17:30,120-04732
20170212ER-17-07865            ,BERGEN      ,EAST RUTHERFORD BORO    ,9/12/2017,TU,1246,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,,2,,2,1,1,1,1,1,,,,,,,,40,,,,N,,144,12:45,120-07448
20130212ER-13-04043            ,BERGEN      ,EAST RUTHERFORD BORO    ,5/8/2013,W ,1005,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,7.8,2,1,2,2,1,5,1,1,,,,,,,,55,,,,N,,126,10:05,120-04733
20180212ER-18-03846            ,BERGEN      ,EAST RUTHERFORD BORO    ,5/13/2018,SU,840,1,EAST RUTHERFORD PD       ,,0,2,0,0,I,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,8.4,2,,2,1,1,5,1,1,,,,,,,,55,,,,N,,144,8:40,120-04732
20160212ER-16-05982            ,BERGEN      ,EAST RUTHERFORD BORO    ,7/19/2016,TU,1728,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,,2,5,2,1,1,1,1,1,,,,,,,,45,,,,N,,144,17:30,120-07448
20150212ER-15-05711            ,BERGEN      ,EAST RUTHERFORD BORO    ,6/12/2015,F ,1600,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,7.6,2,2,2,1,1,1,1,1,300,FE,,,T,I 95                     ,EB,25,,,,N,,141,16:00,120N04734
20180212ER-18-03863            ,BERGEN      ,EAST RUTHERFORD BORO    ,5/14/2018,MO,817,1,EAST RUTHERFORD PD       ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,8.3,2,,2,1,1,5,5,1,,,E,,,,,55,,,,N,,142,8:15,120N04733
20140212ER-14-08188            ,BERGEN      ,EAST RUTHERFORD BORO    ,9/13/2014,SA,1741,1,EAST RUTHERFORD PD       ,EAST RUTHERFORD,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,8.4,2,1,2,2,3,2,1,1,,,,,,,,55,,40.79713,74.06546,N,GUARD RAIL                                                                      ,143,17:40,120-04732
20150212ER-15-05843            ,BERGEN      ,EAST RUTHERFORD BORO    ,6/16/2015,TU,618,1,EAST RUTHERFORD PD       ,1,0,0,0,0,P,B,N,N,8,2,NJ 3                                              ,E,3,,00000003__      ,7.56,2,1,2,1,1,1,1,1,,,,,,,,40,,,,N,NONE                                                                            ,131,6:20,120-04734
20160212ER-16-06245            ,BERGEN      ,EAST RUTHERFORD BORO    ,7/26/2016,TU,1554,1,EAST RUTHERFORD PD       ,ERPD           ,0,1,0,0,I,B,N,N,1,3,NJ 3                                              ,E,3,,00000003__      ,8.2,2,1,2,1,1,1,1,1,,,,,,,,55,,,,N,,143,15:55,120N04733
20170212ER-17-08296            ,BERGEN      ,EAST RUTHERFORD BORO    ,9/26/2017,TU,916,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,1,3,NJ 3                                              ,E,3,,00000003__      ,6.96,2,,1,1,1,1,1,1,,,,,,,,55,,,,N,,140,9:15,120N04735
20160212ER-16-06261            ,BERGEN      ,EAST RUTHERFORD BORO    ,7/27/2016,W ,21,1,EAST RUTHERFORD PD       ,,0,1,0,0,I,B,Y,N,11,1,NJ 3                                              ,E,3,,00000003__      ,7.5,2,1,2,1,6,1,1,1,,,,,,,,55,,,,N,MISC METAL UTILITY POLE                                                         ,145,2:20,120-04734
20150212ER-15-06062            ,BERGEN      ,EAST RUTHERFORD BORO    ,6/23/2015,TU,808,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,7.9,2,5,2,1,1,1,1,1,20,FE,W,,T,NJ 3                     ,EB,40,,,,N,,146,8:10,120-04733
20180212ER-18-03927            ,BERGEN      ,EAST RUTHERFORD BORO    ,5/16/2018,WE,914,1,EAST RUTHERFORD PD       ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,8.1,2,,2,2,1,2,1,1,,,,,,,,55,,,,N,,140,9:15,120-04733
